"No.","Time","Source","Destination","Protocol","Length","Info"
"3028","2026/106 15:01:26.048133500","172.18.81.15","224.0.0.251","MDNS","480","Standard query response 0x0000 PTR Natalieâ\200\231s MacBook Pro (2)._companion-link._tcp.local TXT TXT, cache flush AAAA, cache flush fe80::10f1:37e7:8161:63f0 A, cache flush 172.18.81.15 SRV, cache flush 0 0 54662 Natalies-MacBook-Pro-2.local NSEC, cache flush Natalieâ\200\231s MacBook Pro (2)._companion-link._tcp.local NSEC, cache flush Natalies-MacBook-Pro-2.local"
"3029","2026/106 15:01:26.048133500","fe80::4cd:d616:2e04:1e24","ff02::fb","MDNS","663","Standard query 0x0000 PTR _companion-link._tcp.local, ""QM"" question PTR Lydiaâ\200\231s MacBook Air._companion-link._tcp.local PTR Bucephalus._companion-link._tcp.local PTR Kiaraâ\200\231s iPad._companion-link._tcp.local PTR Samanthaâ\200\231s MacBook Pro._companion-link._tcp.local PTR Ephraimâ\200\231s MacBook Air._companion-link._tcp.local PTR Jelissaâ\200\231s MacBook Air._companion-link._tcp.local PTR FandoNando (2)._companion-link._tcp.local PTR Sophiaâ\200\231s MacBook Air._companion-link._tcp.local PTR Guest Bedroom._companion-link._tcp.local PTR Katieâ\200\231s MacBook Air._companion-link._tcp.local PTR iPad (2)._companion-link._tcp.local PTR Davidâ\200\231s MacBook Pro (2)._companion-link._tcp.local PTR Davidâ\200\231s MacBook Pro (3)._companion-link._tcp.local PTR Maiaâ\200\231s MacBook Air._companion-link._tcp.local PTR Aaliyahâ\200\231s MacBook Air._companion-link._tcp.local PTR Natalieâ\200\231s MacBook Pro (2)._companion-link._tcp.local"
"3030","2026/106 15:01:26.048133500","172.18.81.57","224.0.0.251","MDNS","643","Standard query 0x0000 PTR _companion-link._tcp.local, ""QM"" question PTR Lydiaâ\200\231s MacBook Air._companion-link._tcp.local PTR Bucephalus._companion-link._tcp.local PTR Kiaraâ\200\231s iPad._companion-link._tcp.local PTR Samanthaâ\200\231s MacBook Pro._companion-link._tcp.local PTR Ephraimâ\200\231s MacBook Air._companion-link._tcp.local PTR Jelissaâ\200\231s MacBook Air._companion-link._tcp.local PTR FandoNando (2)._companion-link._tcp.local PTR Sophiaâ\200\231s MacBook Air._companion-link._tcp.local PTR Guest Bedroom._companion-link._tcp.local PTR Katieâ\200\231s MacBook Air._companion-link._tcp.local PTR iPad (2)._companion-link._tcp.local PTR Davidâ\200\231s MacBook Pro (2)._companion-link._tcp.local PTR Davidâ\200\231s MacBook Pro (3)._companion-link._tcp.local PTR Maiaâ\200\231s MacBook Air._companion-link._tcp.local PTR Aaliyahâ\200\231s MacBook Air._companion-link._tcp.local PTR Natalieâ\200\231s MacBook Pro (2)._companion-link._tcp.local"
"3031","2026/106 15:01:26.182084300","fe80::4cd:d616:2e04:1e24","ff02::16","ICMPv6","94","Multicast Listener Report Message v2"
"3032","2026/106 15:01:26.183669600","Intel_6b:21:78","Intel_61:82:b7","ARP","60","Who has 172.18.82.20? Tell 172.18.81.58"
"3033","2026/106 15:01:26.183669600","Intel_6b:21:78","Intel_61:82:b7","ARP","60","Who has 172.18.81.155? Tell 172.18.81.58"
"3034","2026/106 15:01:26.183669600","Intel_6b:21:78","Intel_61:82:b7","ARP","60","Who has 172.18.81.209? Tell 172.18.81.58"
"3035","2026/106 15:01:26.183669600","Intel_6b:21:78","Intel_61:82:b7","ARP","60","Who has 172.18.80.199? Tell 172.18.81.58"
"3036","2026/106 15:01:26.183669600","Intel_6b:21:78","Intel_61:82:b7","ARP","60","Who has 172.18.81.162? Tell 172.18.81.58"
"3037","2026/106 15:01:26.183669600","Intel_6b:21:78","Intel_61:82:b7","ARP","60","Who has 172.18.81.254? Tell 172.18.81.58"
"3038","2026/106 15:01:26.194560500","MS-NLB-PhysServer-25_c2:7b:28:3e","Intel_61:82:b7","ARP","60","Who has 172.18.81.129? Tell 172.18.80.119"
"3039","2026/106 15:01:26.194560500","MS-NLB-PhysServer-25_c2:7b:28:3e","Intel_61:82:b7","ARP","60","Who has 169.254.63.37? Tell 172.18.80.119"
"3040","2026/106 15:01:26.194560500","MS-NLB-PhysServer-25_c2:7b:28:3e","Intel_61:82:b7","ARP","60","Who has 169.254.245.216? Tell 172.18.80.119"
"3041","2026/106 15:01:26.194560500","MS-NLB-PhysServer-25_c2:7b:28:3e","Intel_61:82:b7","ARP","60","Who has 169.254.216.120? Tell 172.18.80.119"
"3042","2026/106 15:01:26.347187400","fe80::2043:49ff:fe9d:cea5","ff02::fb","MDNS","143","Standard query 0x0003 PTR _googlecast._tcp.local, ""QM"" question PTR _CC1AD845._sub._googlecast._tcp.local, ""QM"" question PTR _CC32E753._sub._googlecast._tcp.local, ""QM"" question"
"3043","2026/106 15:01:26.347187400","172.18.81.48","224.0.0.251","MDNS","123","Standard query 0x0003 PTR _googlecast._tcp.local, ""QM"" question PTR _CC1AD845._sub._googlecast._tcp.local, ""QM"" question PTR _CC32E753._sub._googlecast._tcp.local, ""QM"" question"
"3044","2026/106 15:01:26.347187400","16:df:ef:5d:f3:26","Intel_61:82:b7","ARP","60","Who has 172.18.81.129? Tell 172.18.80.201"
"3045","2026/106 15:01:26.347187400","16:df:ef:5d:f3:26","Intel_61:82:b7","ARP","60","Who has 169.254.245.216? Tell 172.18.80.201"
"3046","2026/106 15:01:26.347187400","Intel_d6:ca:9f","Intel_61:82:b7","ARP","60","Who has 172.18.81.162? Tell 172.18.80.108"
"3047","2026/106 15:01:26.347187400","fe80::987d:64ff:fedb:b084","ff02::2","ICMPv6","74","Router Solicitation from 9a:7d:64:db:b0:84"
"3048","2026/106 15:01:26.348004200","fe80::987d:64ff:fedb:b084","ff02::16","ICMPv6","94","Multicast Listener Report Message v2"
"3049","2026/106 15:01:26.573244800","02:ee:75:9c:01:1c","Intel_61:82:b7","ARP","60","Who has 172.18.80.203? Tell 172.18.81.161"
"3050","2026/106 15:01:26.573244800","02:ee:75:9c:01:1c","Intel_61:82:b7","ARP","60","Who has 172.18.81.141? Tell 172.18.81.161"
"3051","2026/106 15:01:26.573244800","02:ee:75:9c:01:1c","Intel_61:82:b7","ARP","60","Who has 172.18.80.25? Tell 172.18.81.161"
"3052","2026/106 15:01:26.573244800","172.18.81.161","224.0.0.251","MDNS","184","Standard query 0x0000 PTR _companion-link._tcp.local, ""QU"" question PTR _rdlink._tcp.local, ""QU"" question PTR Aaliyahâ\200\231s MacBook Air._companion-link._tcp.local PTR Natalieâ\200\231s MacBook Pro (2)._companion-link._tcp.local"
"3053","2026/106 15:01:26.573244800","fe80::402:6140:e429:bedd","ff02::fb","MDNS","204","Standard query 0x0000 PTR _companion-link._tcp.local, ""QU"" question PTR _rdlink._tcp.local, ""QU"" question PTR Aaliyahâ\200\231s MacBook Air._companion-link._tcp.local PTR Natalieâ\200\231s MacBook Pro (2)._companion-link._tcp.local"
"3054","2026/106 15:01:26.573244800","fe80::c32:3843:b289:5956","ff02::fb","MDNS","147","Standard query response 0x0000 PTR 1A07D4D2-4C0D-49F7-9D05-3EF227409EC7._asquic._udp.local"
"3055","2026/106 15:01:26.573244800","172.18.81.246","224.0.0.251","MDNS","127","Standard query response 0x0000 PTR 1A07D4D2-4C0D-49F7-9D05-3EF227409EC7._asquic._udp.local"
"3056","2026/106 15:01:26.573244800","LiteonTechno_6c:ef:b7","Intel_61:82:b7","ARP","60","Who has 172.18.81.207? Tell 172.18.81.254"
"3057","2026/106 15:01:26.573244800","86:bf:be:2c:14:ea","Intel_61:82:b7","ARP","60","Who has 172.18.81.161? Tell 172.18.81.11"
"3058","2026/106 15:01:26.574814000","172.18.81.11","239.255.255.250","SSDP","167","M-SEARCH * HTTP/1.1 "
"3059","2026/106 15:01:26.575424700","fe80::987d:64ff:fedb:b084","ff02::16","ICMPv6","94","Multicast Listener Report Message v2"
"3060","2026/106 15:01:26.582365000","172.18.81.11","224.0.0.251","MDNS","91","Standard query 0x0000 PTR _spotify-connect._tcp.local, ""QM"" question"
"3061","2026/106 15:01:26.582365000","fe80::18b4:2c31:80c2:5bb0","ff02::fb","MDNS","111","Standard query 0x0000 PTR _spotify-connect._tcp.local, ""QM"" question"
"3062","2026/106 15:01:26.647062900","172.18.80.144","224.0.0.251","MDNS","117","Standard query 0x0000 SRV HP OfficeJet Pro 8710 [080E2C]._ipps._tcp.local, ""QM"" question TXT HP OfficeJet Pro 8710 [080E2C]._ipps._tcp.local, ""QM"" question"
"3063","2026/106 15:01:26.647062900","fe80::8de:8ab3:79d8:54bb","ff02::fb","MDNS","137","Standard query 0x0000 SRV HP OfficeJet Pro 8710 [080E2C]._ipps._tcp.local, ""QM"" question TXT HP OfficeJet Pro 8710 [080E2C]._ipps._tcp.local, ""QM"" question"
"3064","2026/106 15:01:27.067048700","0.0.0.0","255.255.255.255","DHCP","344","DHCP Discover - Transaction ID 0xe65632e2"
"3065","2026/106 15:01:27.067048700","1a:f3:88:7c:27:eb","Intel_61:82:b7","ARP","68","Gratuitous ARP for 172.18.82.111 (Request)"
"3066","2026/106 15:01:27.067048700","fe80::10f1:37e7:8161:63f0","ff02::1:ff63:4eee","ICMPv6","90","Neighbor Solicitation for fe80::108b:642d:7663:4eee from a4:cf:99:91:0d:ad"
"3067","2026/106 15:01:27.067048700","fe80::10f1:37e7:8161:63f0","ff02::1:fff9:c5b4","ICMPv6","90","Neighbor Solicitation for fe80::187b:93dd:1af9:c5b4 from a4:cf:99:91:0d:ad"
"3068","2026/106 15:01:27.067048700","fe80::10f1:37e7:8161:63f0","ff02::1:ff23:c2a4","ICMPv6","90","Neighbor Solicitation for fe80::10f4:111a:6323:c2a4 from a4:cf:99:91:0d:ad"
"3069","2026/106 15:01:27.067048700","a0:d7:68:40:a1:26","Intel_61:82:b7","ARP","60","Who has 172.18.80.29? Tell 172.18.81.207"
"3070","2026/106 15:01:27.067048700","172.18.81.207","224.0.0.251","MDNS","91","Standard query 0x0000 PTR _spotify-connect._tcp.local, ""QM"" question"
"3071","2026/106 15:01:27.194318300","fe80::13e1:bd20:a7b:ca42","ff02::fb","MDNS","111","Standard query 0x0000 PTR _spotify-connect._tcp.local, ""QM"" question"
"3072","2026/106 15:01:27.194318300","172.18.81.161","224.0.0.251","MDNS","184","Standard query 0x0000 PTR _companion-link._tcp.local, ""QM"" question PTR _rdlink._tcp.local, ""QM"" question PTR Aaliyahâ\200\231s MacBook Air._companion-link._tcp.local PTR Natalieâ\200\231s MacBook Pro (2)._companion-link._tcp.local"
"3073","2026/106 15:01:27.194318300","fe80::402:6140:e429:bedd","ff02::fb","MDNS","204","Standard query 0x0000 PTR _companion-link._tcp.local, ""QM"" question PTR _rdlink._tcp.local, ""QM"" question PTR Aaliyahâ\200\231s MacBook Air._companion-link._tcp.local PTR Natalieâ\200\231s MacBook Pro (2)._companion-link._tcp.local"
"3074","2026/106 15:01:27.194318300","fe80::823:2d0c:1e5c:439c","ff02::1:ff63:4eee","ICMPv6","90","Neighbor Solicitation for fe80::108b:642d:7663:4eee from e6:bd:41:3c:ce:4d"
"3075","2026/106 15:01:27.194318300","fe80::823:2d0c:1e5c:439c","ff02::1:fff9:c5b4","ICMPv6","90","Neighbor Solicitation for fe80::187b:93dd:1af9:c5b4 from e6:bd:41:3c:ce:4d"
"3076","2026/106 15:01:27.194318300","fe80::823:2d0c:1e5c:439c","ff02::1:ff23:c2a4","ICMPv6","90","Neighbor Solicitation for fe80::10f4:111a:6323:c2a4 from e6:bd:41:3c:ce:4d"
"3077","2026/106 15:01:27.194318300","172.18.82.0","224.0.0.251","MDNS","479","Standard query response 0x0000 PTR Ephraimâ\200\231s MacBook Air._companion-link._tcp.local TXT TXT, cache flush SRV, cache flush 0 0 61408 Ephraims-MacBook-Air.local AAAA, cache flush fe80::45d:889c:d511:8c83 A, cache flush 172.18.82.0 NSEC, cache flush Ephraimâ\200\231s MacBook Air._companion-link._tcp.local NSEC, cache flush Ephraims-MacBook-Air.local"
"3078","2026/106 15:01:27.194318300","fe80::45d:889c:d511:8c83","ff02::fb","MDNS","499","Standard query response 0x0000 PTR Ephraimâ\200\231s MacBook Air._companion-link._tcp.local TXT TXT, cache flush SRV, cache flush 0 0 61408 Ephraims-MacBook-Air.local AAAA, cache flush fe80::45d:889c:d511:8c83 A, cache flush 172.18.82.0 NSEC, cache flush Ephraimâ\200\231s MacBook Air._companion-link._tcp.local NSEC, cache flush Ephraims-MacBook-Air.local"
"3079","2026/106 15:01:27.194318300","172.18.81.11","224.0.0.251","MDNS","470","Standard query response 0x0000 PTR Sophiaâ\200\231s MacBook Air._companion-link._tcp.local TXT TXT, cache flush AAAA, cache flush fe80::18b4:2c31:80c2:5bb0 A, cache flush 172.18.81.11 SRV, cache flush 0 0 54609 Sophias-MacBook-Air.local NSEC, cache flush Sophiaâ\200\231s MacBook Air._companion-link._tcp.local NSEC, cache flush Sophias-MacBook-Air.local"
"3080","2026/106 15:01:27.194318300","fe80::18b4:2c31:80c2:5bb0","ff02::fb","MDNS","490","Standard query response 0x0000 PTR Sophiaâ\200\231s MacBook Air._companion-link._tcp.local TXT TXT, cache flush AAAA, cache flush fe80::18b4:2c31:80c2:5bb0 A, cache flush 172.18.81.11 SRV, cache flush 0 0 54609 Sophias-MacBook-Air.local NSEC, cache flush Sophiaâ\200\231s MacBook Air._companion-link._tcp.local NSEC, cache flush Sophias-MacBook-Air.local"
"3081","2026/106 15:01:27.194318300","172.18.81.238","224.0.0.251","MDNS","429","Standard query response 0x0000 PTR Lydiaâ\200\231s MacBook Air._companion-link._tcp.local TXT TXT, cache flush SRV, cache flush 0 0 55826 Lydias-MacBook-Air.local AAAA, cache flush fe80::42a:52c3:433d:ac1a A, cache flush 172.18.81.238 NSEC, cache flush Lydiaâ\200\231s MacBook Air._companion-link._tcp.local NSEC, cache flush Lydias-MacBook-Air.local"
"3082","2026/106 15:01:27.194318300","fe80::42a:52c3:433d:ac1a","ff02::fb","MDNS","449","Standard query response 0x0000 PTR Lydiaâ\200\231s MacBook Air._companion-link._tcp.local TXT TXT, cache flush SRV, cache flush 0 0 55826 Lydias-MacBook-Air.local AAAA, cache flush fe80::42a:52c3:433d:ac1a A, cache flush 172.18.81.238 NSEC, cache flush Lydiaâ\200\231s MacBook Air._companion-link._tcp.local NSEC, cache flush Lydias-MacBook-Air.local"
"3083","2026/106 15:01:27.194318300","172.18.80.123","224.0.0.251","MDNS","437","Standard query response 0x0000 PTR Samanthaâ\200\231s MacBook Pro._companion-link._tcp.local TXT TXT, cache flush AAAA, cache flush fe80::1cb7:a0e:ffbb:41f3 A, cache flush 172.18.80.123 SRV, cache flush 0 0 55536 Samanthas-MacBook-Pro.local NSEC, cache flush Samanthaâ\200\231s MacBook Pro._companion-link._tcp.local NSEC, cache flush Samanthas-MacBook-Pro.local"
"3084","2026/106 15:01:27.194318300","fe80::1cb7:a0e:ffbb:41f3","ff02::fb","MDNS","457","Standard query response 0x0000 PTR Samanthaâ\200\231s MacBook Pro._companion-link._tcp.local TXT TXT, cache flush AAAA, cache flush fe80::1cb7:a0e:ffbb:41f3 A, cache flush 172.18.80.123 SRV, cache flush 0 0 55536 Samanthas-MacBook-Pro.local NSEC, cache flush Samanthaâ\200\231s MacBook Pro._companion-link._tcp.local NSEC, cache flush Samanthas-MacBook-Pro.local"
"3085","2026/106 15:01:27.194318300","172.18.81.114","224.0.0.251","MDNS","405","Standard query response 0x0000 PTR Bucephalus._companion-link._tcp.local TXT TXT, cache flush SRV, cache flush 0 0 65385 Bucephalus.local AAAA, cache flush fe80::fa:913f:fba8:628f A, cache flush 172.18.81.114 NSEC, cache flush Bucephalus._companion-link._tcp.local NSEC, cache flush Bucephalus.local"
"3086","2026/106 15:01:27.194318300","fe80::fa:913f:fba8:628f","ff02::fb","MDNS","425","Standard query response 0x0000 PTR Bucephalus._companion-link._tcp.local TXT TXT, cache flush SRV, cache flush 0 0 65385 Bucephalus.local AAAA, cache flush fe80::fa:913f:fba8:628f A, cache flush 172.18.81.114 NSEC, cache flush Bucephalus._companion-link._tcp.local NSEC, cache flush Bucephalus.local"
"3087","2026/106 15:01:27.194318300","172.18.82.194","224.0.0.251","MDNS","484","Standard query response 0x0000 PTR Guest Bedroom._companion-link._tcp.local TXT TXT, cache flush SRV, cache flush 0 0 49153 Guest-Bedroom.local AAAA, cache flush fe80::1469:a715:7d6:c844 A, cache flush 172.18.82.194 NSEC, cache flush Guest Bedroom._companion-link._tcp.local NSEC, cache flush Guest-Bedroom.local"
"3088","2026/106 15:01:27.194318300","fe80::1469:a715:7d6:c844","ff02::fb","MDNS","504","Standard query response 0x0000 PTR Guest Bedroom._companion-link._tcp.local TXT TXT, cache flush SRV, cache flush 0 0 49153 Guest-Bedroom.local AAAA, cache flush fe80::1469:a715:7d6:c844 A, cache flush 172.18.82.194 NSEC, cache flush Guest Bedroom._companion-link._tcp.local NSEC, cache flush Guest-Bedroom.local"
"3089","2026/106 15:01:27.194318300","172.18.81.160","224.0.0.251","MDNS","422","Standard query response 0x0000 PTR Kiaraâ\200\231s iPad._companion-link._tcp.local TXT TXT, cache flush SRV, cache flush 0 0 50231 Kiaras-iPad.local AAAA, cache flush fe80::8bc:911b:8edc:6f3 A, cache flush 172.18.81.160 NSEC, cache flush Kiaraâ\200\231s iPad._companion-link._tcp.local NSEC, cache flush Kiaras-iPad.local"
"3090","2026/106 15:01:27.194318300","fe80::8bc:911b:8edc:6f3","ff02::fb","MDNS","442","Standard query response 0x0000 PTR Kiaraâ\200\231s iPad._companion-link._tcp.local TXT TXT, cache flush SRV, cache flush 0 0 50231 Kiaras-iPad.local AAAA, cache flush fe80::8bc:911b:8edc:6f3 A, cache flush 172.18.81.160 NSEC, cache flush Kiaraâ\200\231s iPad._companion-link._tcp.local NSEC, cache flush Kiaras-iPad.local"
"3091","2026/106 15:01:27.194318300","0.0.0.0","255.255.255.255","DHCP","354","DHCP Request  - Transaction ID 0xe65632e2"
"3092","2026/106 15:01:27.194318300","172.18.82.13","224.0.0.251","MDNS","405","Standard query response 0x0000 PTR iPad (2)._companion-link._tcp.local TXT TXT, cache flush SRV, cache flush 0 0 49176 iPad-2.local AAAA, cache flush fe80::cc4:4664:51f5:53af A, cache flush 172.18.82.13 NSEC, cache flush iPad (2)._companion-link._tcp.local NSEC, cache flush iPad-2.local"
"3093","2026/106 15:01:27.194318300","fe80::cc4:4664:51f5:53af","ff02::fb","MDNS","425","Standard query response 0x0000 PTR iPad (2)._companion-link._tcp.local TXT TXT, cache flush SRV, cache flush 0 0 49176 iPad-2.local AAAA, cache flush fe80::cc4:4664:51f5:53af A, cache flush 172.18.82.13 NSEC, cache flush iPad (2)._companion-link._tcp.local NSEC, cache flush iPad-2.local"
"3094","2026/106 15:01:27.194318300","172.18.81.86","224.0.0.251","MDNS","701","Standard query response 0x0000 PTR Davidâ\200\231s MacBook Pro (2)._companion-link._tcp.local TXT PTR Davidâ\200\231s MacBook Pro (3)._companion-link._tcp.local TXT, cache flush SRV, cache flush 0 0 50020 Davids-MacBook-Pro-2.local AAAA, cache flush fe80::1c60:956e:6abe:eee1 TXT, cache flush SRV, cache flush 0 0 50019 Davids-MacBook-Pro-2.local A, cache flush 172.18.81.86 NSEC, cache flush Davidâ\200\231s MacBook Pro (2)._companion-link._tcp.local NSEC, cache flush Davids-MacBook-Pro-2.local NSEC, cache flush Davidâ\200\231s MacBook Pro (3)._companion-link._tcp.local"
"3095","2026/106 15:01:27.194318300","fe80::1c60:956e:6abe:eee1","ff02::fb","MDNS","721","Standard query response 0x0000 PTR Davidâ\200\231s MacBook Pro (2)._companion-link._tcp.local TXT PTR Davidâ\200\231s MacBook Pro (3)._companion-link._tcp.local TXT, cache flush SRV, cache flush 0 0 50020 Davids-MacBook-Pro-2.local AAAA, cache flush fe80::1c60:956e:6abe:eee1 TXT, cache flush SRV, cache flush 0 0 50019 Davids-MacBook-Pro-2.local A, cache flush 172.18.81.86 NSEC, cache flush Davidâ\200\231s MacBook Pro (2)._companion-link._tcp.local NSEC, cache flush Davids-MacBook-Pro-2.local NSEC, cache flush Davidâ\200\231s MacBook Pro (3)._companion-link._tcp.local"
"3096","2026/106 15:01:27.194318300","172.18.81.204","224.0.0.251","MDNS","441","Standard query response 0x0000 TXT PTR Jelissaâ\200\231s MacBook Air._companion-link._tcp.local TXT, cache flush SRV, cache flush 0 0 61740 Jelissas-MacBook-Air.local AAAA, cache flush fe80::149c:7fb7:e010:32e6 A, cache flush 172.18.81.204 NSEC, cache flush Jelissaâ\200\231s MacBook Air._companion-link._tcp.local NSEC, cache flush Jelissas-MacBook-Air.local"
"3097","2026/106 15:01:27.194318300","fe80::149c:7fb7:e010:32e6","ff02::fb","MDNS","461","Standard query response 0x0000 TXT PTR Jelissaâ\200\231s MacBook Air._companion-link._tcp.local TXT, cache flush SRV, cache flush 0 0 61740 Jelissas-MacBook-Air.local AAAA, cache flush fe80::149c:7fb7:e010:32e6 A, cache flush 172.18.81.204 NSEC, cache flush Jelissaâ\200\231s MacBook Air._companion-link._tcp.local NSEC, cache flush Jelissas-MacBook-Air.local"
"3098","2026/106 15:01:27.194318300","fe80::44f:5704:a3d0:478d","ff02::fb","MDNS","468","Standard query response 0x0000 PTR Katieâ\200\231s MacBook Air._companion-link._tcp.local TXT TXT, cache flush SRV, cache flush 0 0 58108 Katies-MacBook-Air-2.local AAAA, cache flush fe80::44f:5704:a3d0:478d A, cache flush 172.18.81.43 NSEC, cache flush Katieâ\200\231s MacBook Air._companion-link._tcp.local NSEC, cache flush Katies-MacBook-Air-2.local"
"3099","2026/106 15:01:27.194318300","172.18.81.43","224.0.0.251","MDNS","448","Standard query response 0x0000 PTR Katieâ\200\231s MacBook Air._companion-link._tcp.local TXT TXT, cache flush SRV, cache flush 0 0 58108 Katies-MacBook-Air-2.local AAAA, cache flush fe80::44f:5704:a3d0:478d A, cache flush 172.18.81.43 NSEC, cache flush Katieâ\200\231s MacBook Air._companion-link._tcp.local NSEC, cache flush Katies-MacBook-Air-2.local"
"3100","2026/106 15:01:27.194318300","fe80::18b4:2c31:80c2:5bb0","ff02::2","ICMPv6","74","Router Solicitation from 86:bf:be:2c:14:ea"
"3101","2026/106 15:01:27.194318300","Intel_6b:21:78","Intel_61:82:b7","ARP","60","Who has 172.18.82.20? Tell 172.18.81.58"
"3102","2026/106 15:01:27.194318300","Intel_6b:21:78","Intel_61:82:b7","ARP","60","Who has 172.18.81.155? Tell 172.18.81.58"
"3103","2026/106 15:01:27.197068900","Intel_6b:21:78","Intel_61:82:b7","ARP","60","Who has 172.18.81.209? Tell 172.18.81.58"
"3104","2026/106 15:01:27.197068900","Intel_6b:21:78","Intel_61:82:b7","ARP","60","Who has 172.18.80.199? Tell 172.18.81.58"
"3105","2026/106 15:01:27.197068900","Intel_6b:21:78","Intel_61:82:b7","ARP","60","Who has 172.18.81.162? Tell 172.18.81.58"
"3106","2026/106 15:01:27.197068900","Intel_6b:21:78","Intel_61:82:b7","ARP","60","Who has 172.18.81.254? Tell 172.18.81.58"
"3107","2026/106 15:01:27.197068900","172.18.81.131","224.0.0.251","MDNS","116","Standard query 0x0000 TXT Josephineâ\200\231s MacBook Air._companion-link._tcp.local, ""QM"" question"
"3108","2026/106 15:01:27.197068900","fe80::1495:8b8a:13c1:94e","ff02::fb","MDNS","136","Standard query 0x0000 TXT Josephineâ\200\231s MacBook Air._companion-link._tcp.local, ""QM"" question"
"3109","2026/106 15:01:27.197068900","9a:7d:64:db:b0:84","Intel_61:82:b7","ARP","60","Who has 172.18.80.1? Tell 172.18.81.20"
"3110","2026/106 15:01:27.197417300","fe80::987d:64ff:fedb:b084","ff02::16","ICMPv6","94","Multicast Listener Report Message v2"
"3111","2026/106 15:01:27.244584700","Intel_d6:ca:9f","Intel_61:82:b7","ARP","60","Who has 172.18.81.162? Tell 172.18.80.108"
"3112","2026/106 15:01:27.390451300","fe80::987d:64ff:fedb:b084","ff02::16","ICMPv6","94","Multicast Listener Report Message v2"
"3113","2026/106 15:01:27.390593600","fe80::987d:64ff:fedb:b084","ff02::fb","MDNS","127","Standard query 0x0001 PTR _googlecast._tcp.local, ""QU"" question PTR _8E6C866D._sub._googlecast._tcp.local, ""QU"" question"
"3114","2026/106 15:01:27.390593600","172.18.81.20","224.0.0.251","MDNS","107","Standard query 0x0001 PTR _googlecast._tcp.local, ""QU"" question PTR _8E6C866D._sub._googlecast._tcp.local, ""QU"" question"
"3115","2026/106 15:01:27.390593600","172.18.81.20","224.0.0.251","MDNS","107","Standard query 0x0001 PTR _googlecast._tcp.local, ""QU"" question PTR _8E6C866D._sub._googlecast._tcp.local, ""QU"" question"
"3116","2026/106 15:01:27.390593600","172.18.81.20","224.0.0.251","MDNS","123","Standard query 0x0001 PTR _googlecast._tcp.local, ""QU"" question PTR _674A0243._sub._googlecast._tcp.local, ""QU"" question PTR _8E6C866D._sub._googlecast._tcp.local, ""QU"" question"
"3117","2026/106 15:01:27.390593600","fe80::987d:64ff:fedb:b084","ff02::fb","MDNS","127","Standard query 0x0001 PTR _googlecast._tcp.local, ""QU"" question PTR _8E6C866D._sub._googlecast._tcp.local, ""QU"" question"
"3118","2026/106 15:01:27.390593600","fe80::987d:64ff:fedb:b084","ff02::fb","MDNS","143","Standard query 0x0001 PTR _googlecast._tcp.local, ""QU"" question PTR _674A0243._sub._googlecast._tcp.local, ""QU"" question PTR _8E6C866D._sub._googlecast._tcp.local, ""QU"" question"
"3119","2026/106 15:01:27.449092400","172.18.81.48","239.255.255.250","SSDP","167","M-SEARCH * HTTP/1.1 "
"3120","2026/106 15:01:27.519047300","fe80::987d:64ff:fedb:b084","ff02::16","ICMPv6","94","Multicast Listener Report Message v2"
"3121","2026/106 15:01:27.519135600","172.18.81.48","224.0.0.251","MDNS","91","Standard query 0x0000 PTR _spotify-connect._tcp.local, ""QM"" question"
"3122","2026/106 15:01:27.519135600","fe80::2043:49ff:fe9d:cea5","ff02::fb","MDNS","111","Standard query 0x0000 PTR _spotify-connect._tcp.local, ""QM"" question"
"3123","2026/106 15:01:27.522124400","LiteonTechno_6c:ef:b7","Intel_61:82:b7","ARP","60","Who has 172.18.81.207? Tell 172.18.81.254"
"3124","2026/106 15:01:27.573609700","172.18.81.48","172.18.87.255","SKYPE","86","Unknown_F Unk: 6"
"3125","2026/106 15:01:27.719053000","172.18.81.124","10.30.0.220","DNS","74","Standard query 0xf8b1 A assets.msn.com"
"3126","2026/106 15:01:27.722702500","fe80::10f1:37e7:8161:63f0","ff02::1:ff63:4eee","ICMPv6","90","Neighbor Solicitation for fe80::108b:642d:7663:4eee from a4:cf:99:91:0d:ad"
"3127","2026/106 15:01:27.722702500","fe80::10f1:37e7:8161:63f0","ff02::1:fff9:c5b4","ICMPv6","90","Neighbor Solicitation for fe80::187b:93dd:1af9:c5b4 from a4:cf:99:91:0d:ad"
"3128","2026/106 15:01:27.722702500","fe80::10f1:37e7:8161:63f0","ff02::1:ff23:c2a4","ICMPv6","90","Neighbor Solicitation for fe80::10f4:111a:6323:c2a4 from a4:cf:99:91:0d:ad"
"3129","2026/106 15:01:27.723202300","10.30.0.220","172.18.81.124","DNS","298","Standard query response 0xf8b1 A assets.msn.com CNAME assets-msn-com-world-atm-default.trafficmanager.net CNAME assets.msn.com-ion.edgesuite.net CNAME a1666.dscr.akamai.net A 23.55.236.70 A 23.55.236.71 A 23.55.236.79 A 23.55.236.67 A 23.55.236.68"
"3130","2026/106 15:01:27.724944500","172.18.81.124","23.55.236.70","TCP","66","57768  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=256 SACK_PERM"
"3131","2026/106 15:01:27.728839100","23.55.236.70","172.18.81.124","TCP","70","443  >  57768 [SYN, ACK] Seq=0 Ack=1 Win=64240 Len=0 MSS=1384 SACK_PERM WS=128"
